recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck
212842109,"{'steamid': '76561199054673798', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 26179, 'playtime_last_two_weeks': 0, 'playtime_at_review': 26179, 'last_played': 1735458032}",japanese,史上最高のゲームです。プレイ中はサイバーパンクが現実でした。無限にDLCを出してほしい！,1765193216,1765193216,True,0,0,0.497293651103973389,0,True,False,False,False
211176867,"{'steamid': '76561198017534746', 'num_games_owned': 0, 'num_reviews': 32, 'playtime_forever': 9303, 'playtime_last_two_weeks': 0, 'playtime_at_review': 9303, 'last_played': 1737551765}",japanese,"面白れぇ、面白れぇんだけど、面白くないところもある。
メインシナリオを追いかけるのはひたすら楽しい。
自分を強化して滅茶苦茶に強くなるのも楽しい。

ただ、サブクエスト？サブジョブの多くがほんとしょうもない。
一部の良クエは良いが、7～8割は退屈でどうしようもない。
かつ、面倒。
ハッキリ言って”機会があれば”やるくらいで十分。
ちなみにそういった退屈な要素をすべて無視しても十二分に強くなれるし、クリア可能。

あとは恋愛要素もある。
主人公の性別に関わらず男女問わずNPCと恋人イベントあり。
グラフィックもそこそこリアルなので人によってはそれなりにエグイこともある。

個人的にはおススメできる。",1764253598,1764253598,True,2,0,0.486815422773361206,0,True,False,False,False
210909698,"{'steamid': '76561198418838104', 'num_games_owned': 0, 'num_reviews': 14, 'playtime_forever': 10039, 'playtime_last_two_weeks': 0, 'playtime_at_review': 10039, 'last_played': 1761941693}",japanese,"★★★★☆

発売当初はあまりの酷評にスルーしていたが
評価が上がっていたので購入。
ふっつーーにおもしろかった。コスパもよし。
が、ラストは味気なかった。",1764172775,1764172775,True,0,0,0.476190477609634399,0,True,False,False,False
208793618,"{'steamid': '76561198978553697', 'num_games_owned': 76, 'num_reviews': 9, 'playtime_forever': 8324, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8324, 'last_played': 1762007352}",japanese,今は違うところにいるけどナイトシティに戻るときもあります、戻るってのは滞在としてではなく定住として。そんなゲームです。,1762684775,1762684775,True,1,0,0.476190477609634399,0,True,False,False,False
210044863,"{'steamid': '76561199799469841', 'num_games_owned': 0, 'num_reviews': 17, 'playtime_forever': 6320, 'playtime_last_two_weeks': 4335, 'playtime_at_review': 1898, 'last_played': 1764784206}",japanese,"киберпанк классная игра, правда конец не очень (внимание спойлер!) почему в конце ты либо съедаешь таблетки либо пристреливаешься, а в самом конце либо быть в арасаке либо нет че за х?",1764008632,1764008632,True,0,0,0.473735123872756958,0,True,False,False,False
209529993,"{'steamid': '76561198999643152', 'num_games_owned': 90, 'num_reviews': 18, 'playtime_forever': 17146, 'playtime_last_two_weeks': 0, 'playtime_at_review': 17146, 'last_played': 1754574583}",japanese,"[h1] まぎれもない神ゲー [/h1]

4Kでプレイするとさらに神ゲーに進化します。",1763457697,1763457697,True,2,0,0.521108627319335938,0,True,False,False,False
211400371,"{'steamid': '76561199132146518', 'num_games_owned': 23, 'num_reviews': 5, 'playtime_forever': 7450, 'playtime_last_two_weeks': 514, 'playtime_at_review': 7112, 'last_played': 1765122770}",japanese,とにかく「ナイトシティ」という街の作りこみに全神経が注がれている作品。メインジョブはもちろんサブジョブや街中にたむろするギャング集団にすら細かい設定が付け加えられており、ジョブの選択によっては敵対したギャングに街中で襲われるイベントが発生するなど『ナイトシティに生きる傭兵のV』としてのロールプレイがとても楽しめる名作だと感じた。画面上のUIは設定で消すことが可能なので本気のロールプレイを楽しんでみたい方は全て消してみるのもおすすめ。,1764336147,1764336147,True,2,0,0.5,0,True,False,False,False
209285312,"{'steamid': '76561198313469756', 'num_games_owned': 105, 'num_reviews': 10, 'playtime_forever': 21140, 'playtime_last_two_weeks': 0, 'playtime_at_review': 21140, 'last_played': 1745018866}",japanese,2077→エッジランナーズ→2077でプレイすると世界観が一気に変わります。最初は悲しみつつ楽しめて、エッジランナーズ後にプレイすると悲しみが募りつつ怒りがたまり、怒りの矛先が決まり一生セーブ＆ロードで殺しまくる結末になりますが、それが一番プレイヤーである私たちのやるべき事かもしれません。,1763215092,1763215092,True,1,1,0.5,0,True,False,False,False
209094369,"{'steamid': '76561198143342732', 'num_games_owned': 53, 'num_reviews': 4, 'playtime_forever': 4081, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4081, 'last_played': 1737687026}",japanese,世界観の作り込みが秀逸で引き込まれる,1763011829,1763011829,True,1,0,0.5,0,True,False,False,False
208969898,"{'steamid': '76561198357704925', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 7228, 'playtime_last_two_weeks': 774, 'playtime_at_review': 6098, 'last_played': 1765206989}",japanese,世界観とストーリーの作り込みエグい　神ゲー,1762880690,1762880690,True,1,0,0.5,0,True,False,False,False
208866951,"{'steamid': '76561199085257787', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 29203, 'playtime_last_two_weeks': 0, 'playtime_at_review': 29203, 'last_played': 1762759077}",japanese,まぁいまだにバグは多いです。いきなり歩く速度が落ちたり担いでおろせば吹っ飛んでその人物画吹っ飛んで死亡したりとあげればきりがないですが、今ではそのバグを上回る面白さに仕上がっていたのがとてもよかったです。発売当初に買い何度もバグの多さで途中でやめるのを繰り返していましたが2.0アップデートでとてつもない進化を遂げていい作品になったと感じています。,1762759291,1762759291,True,1,0,0.5,0,True,False,False,False
208811362,"{'steamid': '76561198788630308', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 6304, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6294, 'last_played': 1763049203}",japanese,"最高のゲーム！
主観視点ということで不安だったが、案外すぐ慣れた。",1762700791,1762700791,True,1,0,0.5,0,True,False,False,False
211176294,"{'steamid': '76561198966419936', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 3270, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3270, 'last_played': 1759961665}",japanese,発売日から楽しんでましたがアプデも良かった。,1764253431,1764253431,True,1,0,0.497293651103973389,0,True,False,False,False
209014429,"{'steamid': '76561198154714713', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 15238, 'playtime_last_two_weeks': 36, 'playtime_at_review': 15110, 'last_played': 1764195210}",japanese,200時間近く遊んでいるがまだまだ遊べそう,1762931877,1762931877,True,1,0,0.5,0,True,False,False,False
210941989,"{'steamid': '76561199018796619', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 6150, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6150, 'last_played': 1763387016}",japanese,"神ゲーです　
さっさとやれ",1764179688,1764179688,True,4,1,0.464543908834457397,0,True,False,False,False
212681635,"{'steamid': '76561199766716338', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 2457, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2457, 'last_played': 1754902306}",japanese,超オススメです。,1765017609,1765017609,True,0,0,0.490183800458908081,0,True,False,False,False
212563589,"{'steamid': '76561198843203148', 'num_games_owned': 114, 'num_reviews': 16, 'playtime_forever': 9778, 'playtime_last_two_weeks': 0, 'playtime_at_review': 9778, 'last_played': 1753278778}",japanese,サイバーパンク最高,1764874142,1764874142,True,0,0,0.490183800458908081,0,True,False,False,False
209359286,"{'steamid': '76561199700372281', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 36435, 'playtime_last_two_weeks': 78, 'playtime_at_review': 36037, 'last_played': 1765106427}",japanese,神ゲーです,1763273684,1763273684,True,1,0,0.5,0,True,False,False,False
209911631,"{'steamid': '76561199548489105', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 12340, 'playtime_last_two_weeks': 0, 'playtime_at_review': 12340, 'last_played': 1755526882}",japanese,いちばんすき,1763883065,1763883065,True,2,0,0.521108627319335938,0,True,False,False,False
209466950,"{'steamid': '76561198126682309', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 5798, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5798, 'last_played': 1763381813}",japanese,神ゲー,1763384769,1763384769,True,1,0,0.5,0,True,False,False,False
212706092,"{'steamid': '76561198355506144', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 16967, 'playtime_last_two_weeks': 0, 'playtime_at_review': 16967, 'last_played': 1745558196}",japanese,とてもよい,1765039829,1765039829,True,0,0,0.490183800458908081,0,True,False,False,False
209520568,"{'steamid': '76561198238000452', 'num_games_owned': 0, 'num_reviews': 61, 'playtime_forever': 7624, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7021, 'last_played': 1763494132}",japanese,GOD Tier,1763441675,1763441675,True,1,0,0.5,0,True,False,False,False
212693505,"{'steamid': '76561199258940228', 'num_games_owned': 0, 'num_reviews': 7, 'playtime_forever': 697, 'playtime_last_two_weeks': 697, 'playtime_at_review': 340, 'last_played': 1765205595}",japanese,やばい,1765029445,1765029445,True,0,0,0.490183800458908081,0,True,False,False,False
212480803,"{'steamid': '76561198976428096', 'num_games_owned': 101, 'num_reviews': 3, 'playtime_forever': 4798, 'playtime_last_two_weeks': 450, 'playtime_at_review': 4744, 'last_played': 1765108461}",japanese,g,1764774391,1764774391,True,0,0,0.490183800458908081,0,True,False,False,False
